As of Date,Facility Name,County,"Population (Incarcerated population, current)","Population (Incarcerated population, 7-day diff)","Tests (Incarcerated population, cumulative)","Tests (Incarcerated population, 7-day diff)","Pending Tests (Incarcerated population, current)","Percent of Population Tested (Incarcerated population, 7-day period)","Confirmed Cases (Incarcerated population, cumulative)","Active Cases (Incarcerated population, current)","Hospitalizations (Incarcerated population, cumulative)","Red Patients (Incarcerated population, current)","Dark Red Patients (Incarcerated population, current)","Orange Patients (Incarcerated population, current)",Percent of Orange Patients in Population (Incarcerated population),"Resolved Cases (Incarcerated population, cumulative)","Cases Released while Active (Incarcerated population, cumulative)","Cases Released after Resolved (Incarcerated population, cumulative)","Resolved Cases in Custody (Incarcerated population, current)","Deaths (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, current)","Offered Vaccine (Incarcerated population, current)","
Percent of Population Fully Vaccinated (Incarcerated population)","Quarantined Cases (Incarcerated population, current)","Isolated Cases (Incarcerated population, current)","Bookings (Incarcerated population, cumulative)","Bookings (Incarcerated population, 1-day diff)","Released Cases (Incarcerated population, cumulative)","Test Refusals (Incarcerated population, 7-day diff)","Tests Administered in Custody (Incarcerated population, 7-day diff)","Test Refusals in Custody (Incarcerated population, 7-day diff)","Tests Administered at Intake (Incarcerated population, 7-day diff)","Test Refusals at Intake (Incarcerated population, 7-day diff)","Cases Confirmed in Custody (Incarcerated population, 7-day diff)","Cases Confirmed at Intake (Incarcerated population, 7-day diff)","Confirmed Cases (Incarcerated population, 7-day diff)"
2/1/22,SF County Jails,San Francisco County,874,-4,,,,,371,22,,,,,,,,,41,,,,,,,,18941,28,308,,,,,,,,
2/2/22,SF County Jails,San Francisco County,871,0,,,,,375,24,,,,,,,,,41,,,,,,,,18974,33,310,,,,,,,,
2/3/22,SF County Jails,San Francisco County,860,5,,,,,378,20,,,,,,,,,46,,,,,,,,19002,28,312,,,,,,,,
2/4/22,SF County Jails,San Francisco County,854,4,,,,,378,16,,,,,,,,,47,,,,,,,,,,315,,,,,,,,
2/5/22,SF County Jails,San Francisco County,858,5,30402,458,,53.38 ,,,,,,,,,,,,,,,,,,,19075,,,,,,,,,,
2/6/22,SF County Jails,San Francisco County,861,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/22,SF County Jails,San Francisco County,869,-16,,,,,380,14,,,,,,,,,48,,,,,,,,19102,,318,,,,,,,,
2/8/22,SF County Jails,San Francisco County,864,-10,,,,,383,15,,,,,,,,,47,,,,,,,,19126,24,321,,,,,,,,
2/9/22,SF County Jails,San Francisco County,834,-37,,,,,383,11,,,,,,,,,48,,,,,,,,19144,18,324,,,,,,,,
2/10/22,SF County Jails,San Francisco County,827,-33,,,,,384,8,,,,,,,,,50,,,,,,150,39,19176,32,326,,,,,,,,
2/11/22,SF County Jails,San Francisco County,827,-27,,,,,384,8,,,,,,,,,50,,,,,,,,,,326,,,,,,,,
2/12/22,SF County Jails,San Francisco County,839,-19,30834,432,,51.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/22,SF County Jails,San Francisco County,855,-6,,,,,,,,,,,,,,,,,,,,,,,19263,,,,,,,,,,
2/14/22,SF County Jails,San Francisco County,876,7,,,,,388,10,,,,,,,,,48,,,,,,,,19290,27,330,,,,,,,,
2/15/22,SF County Jails,San Francisco County,853,-11,,,,,388,5,,,,,,,,,50,,,,,,,,19317,27,333,,,,,,,,
2/16/22,SF County Jails,San Francisco County,834,0,,,,,388,5,,,,,,,,,48,,,,,,,,19346,29,335,,,,,,,,
2/17/22,SF County Jails,San Francisco County,833,6,,,,,392,7,,,,,,,,,47,,,,,,175,28,19378,32,338,,,,,,,,
2/18/22,SF County Jails,San Francisco County,821,-6,,,,,392,6,,,,,,,,,48,,,,,,,,,,338,,,,,,,,
2/19/22,SF County Jails,San Francisco County,813,-26,31195,361,,44.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/22,SF County Jails,San Francisco County,829,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/22,SF County Jails,San Francisco County,843,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/22,SF County Jails,San Francisco County,853,0,,,,,396,7,,,,,,,,,50,,,,,,,,19473,,339,,,,,,,,
2/23/22,SF County Jails,San Francisco County,842,8,,,,,396,8,,,,,,,,,50,,,,,,,,19496,23,338,,,,,,,,
2/24/22,SF County Jails,San Francisco County,829,-4,,,,,398,6,,,,,,,,,52,,,,,,161,34,19526,30,340,,,,,,,,
2/25/22,SF County Jails,San Francisco County,810,-11,,,,,398,6,,,,,,,,,52,,,,,,,,19548,22,340,,,,,,,,
2/26/22,SF County Jails,San Francisco County,798,-15,31520,325,,40.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/22,SF County Jails,San Francisco County,809,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/22,SF County Jails,San Francisco County,832,-11,,,,,398,6,,,,,,,,,52,,,,,,,,19621,,340,,,,,,,,
3/1/22,SF County Jails,San Francisco County,831,-22,,,,,398,6,,,,,,,,,52,,,,,,,,19643,22,340,,,,,,,,
3/2/22,SF County Jails,San Francisco County,823,-19,,,,,398,6,,,,,,,,,52,,,,,,,,19665,22,340,,,,,,,,
3/3/22,SF County Jails,San Francisco County,816,-13,,,,,401,6,,,,,,,,,45,,,,,,152,22,19715,50,350,,,,,,,,
3/4/22,SF County Jails,San Francisco County,802,-8,,,,,401,6,,,,,,,,,45,,,,,,,,,,350,,,,,,,,
3/5/22,SF County Jails,San Francisco County,808,10,31841,321,,39.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/22,SF County Jails,San Francisco County,814,5,,,,,,,,,,,,,,,,,,,,,,,19797,,,,,,,,,,
3/7/22,SF County Jails,San Francisco County,826,-6,,,,,406,4,,,,,,,,,48,,,,,,,,,,354,,,,,,,,
3/8/22,SF County Jails,San Francisco County,822,-9,,,,,406,2,,,,,,,,,47,,,,,,,,,,357,,,,,,,,
3/9/22,SF County Jails,San Francisco County,806,-17,,,,,407,3,,,,,,,,,46,,,,,,,,19867,,358,,,,,,,,
3/10/22,SF County Jails,San Francisco County,801,-15,,,,,407,3,,,,,,,,,46,,,,,,,,19897,30,358,,,,,,,,
3/11/22,SF County Jails,San Francisco County,801,-1,,,,,407,3,,,,,,,,,46,,,,,,,,,,358,,,,,,,,
3/12/22,SF County Jails,San Francisco County,792,-16,32174,333,,42.05 ,407,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/22,SF County Jails,San Francisco County,803,-11,,,,,407,3,,,,,,,,,,,,,,,,,19960,,,,,,,,,,
3/14/22,SF County Jails,San Francisco County,825,-1,,,,,407,3,,,,,,,,,46,,,,,,,,,,358,,,,,,,,
3/15/22,SF County Jails,San Francisco County,816,-6,,,,,407,3,,,,,,,,,46,,,,,,,,20018,,358,,,,,,,,
3/16/22,SF County Jails,San Francisco County,803,-3,,,,,407,3,,,,,,,,,46,,,,,,,,20051,33,358,,,,,,,,
3/17/22,SF County Jails,San Francisco County,802,1,,,,,407,3,,,,,,,,,46,,,,,,174,12,20088,37,358,,,,,,,,
3/18/22,SF County Jails,San Francisco County,808,7,,,,,410,2,,,,,,,,,47,,,,,,,,,,361,,,,,,,,
3/19/22,SF County Jails,San Francisco County,795,3,32546,372,,46.79 ,410,2,,,,,,,,,47,,,,,,,,,,361,,,,,,,,
3/20/22,SF County Jails,San Francisco County,810,7,,,,,410,2,,,,,,,,,47,,,,,,,,20171,,361,,,,,,,,
3/21/22,SF County Jails,San Francisco County,824,-1,,,,,410,2,,,,,,,,,47,,,,,,,,20193,22,361,,,,,,,,
3/22/22,SF County Jails,San Francisco County,815,-1,,,,,410,2,,,,,,,,,47,,,,,,,,20220,27,361,,,,,,,,
3/23/22,SF County Jails,San Francisco County,803,0,,,,,410,0,,,,,,,,,46,,,,,,,,20246,26,364,,,,,,,,
3/24/22,SF County Jails,San Francisco County,800,-2,,,,,411,1,,,,,,,,,45,,,,,,167,12,20279,33,365,,,,,,,,
3/25/22,SF County Jails,San Francisco County,804,-4,,,,,411,1,,,,,,,,,45,,,,,,,,,,365,,,,,,,,
3/26/22,SF County Jails,San Francisco County,807,12,32860,314,,38.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/22,SF County Jails,San Francisco County,830,20,,,,,,,,,,,,,,,,,,,,,,,20377,,,,,,,,,,
3/28/22,SF County Jails,San Francisco County,838,14,,,,,411,1,,,,,,,,,45,,,,,,,,20400,23,365,,,,,,,,
3/29/22,SF County Jails,San Francisco County,828,13,,,,,411,1,,,,,,,,,45,,,,,,,,20428,28,365,,,,,,,,
3/30/22,SF County Jails,San Francisco County,810,7,,,,,411,1,,,,,,,,,45,,,,,,,,20456,28,365,,,,,,,,
3/31/22,SF County Jails,San Francisco County,814,14,,,,,413,2,,,,,,,,,42,,,,,,195,6,20491,35,369,,,,,,,,
4/1/22,SF County Jails,San Francisco County,826,22,,,,,413,2,,,,,,,,,42,,,,,,,,,,369,,,,,,,,
4/2/22,SF County Jails,San Francisco County,821,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/22,SF County Jails,San Francisco County,829,-1,32959,,,,,,,,,,,,,,,,,,,,,,20587,,,,,,,,,,
4/4/22,SF County Jails,San Francisco County,845,7,,,,,413,2,,,,,,,,,42,,,,,,,,20616,29,369,,,,,,,,
4/5/22,SF County Jails,San Francisco County,839,11,,,,,413,2,,,,,,,,,42,,,,,,,,20645,29,369,,,,,,,,
4/6/22,SF County Jails,San Francisco County,827,17,,,,,413,2,,,,,,,,,42,,,,,,,,20678,33,369,,,,,,,,
4/7/22,SF County Jails,San Francisco County,817,3,,,,,414,0,,,,,,,,,37,,,,,,167,12,20714,36,377,,,,,,,,
4/8/22,SF County Jails,San Francisco County,809,-17,,,,,414,0,,,,,,,,,37,,,,,,295,5,,,377,,,,,,,,
4/9/22,SF County Jails,San Francisco County,812,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/22,SF County Jails,San Francisco County,819,-10,,,,,,,,,,,,,,,,,,,,,,,20797,,,,,,,,,,
4/11/22,SF County Jails,San Francisco County,838,-7,,,,,414,0,,,,,,,,,37,,,,,,,,20824,27,377,,,,,,,,
4/12/22,SF County Jails,San Francisco County,827,-12,,,,,414,0,,,,,,,,,37,,,,,,,,20847,23,377,,,,,,,,
4/13/22,SF County Jails,San Francisco County,810,-17,,,,,414,0,,,,,,,,,37,,,,,,,,20865,18,377,,,,,,,,
4/14/22,SF County Jails,San Francisco County,800,-17,,,,,414,0,,,,,,,,,37,,,,,,,,20899,34,377,,,,,,,,
4/15/22,SF County Jails,San Francisco County,793,-16,,,,,414,0,,,,,,,,,37,,,,,,,,,,377,,,,,,,,
4/16/22,SF County Jails,San Francisco County,783,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/22,SF County Jails,San Francisco County,800,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/22,SF County Jails,San Francisco County,810,-28,,,,,,,,,,,,,,,,,,,,,,,20995,,,,,,,,,,
4/19/22,SF County Jails,San Francisco County,794,-33,,,,,414,2,,,,,,,,,34,,,,,,,,21026,31,378,,,,,,,,
4/20/22,SF County Jails,San Francisco County,788,-22,,,,,414,2,,,,,,,,,34,,,,,,,,21058,32,378,,,,,,,,
4/21/22,SF County Jails,San Francisco County,782,-18,,,,,414,2,,,,,,,,,34,,,,,,,,21088,30,378,,,,,,,,
4/22/22,SF County Jails,San Francisco County,774,-19,,,,,414,2,,,,,,,,,34,,,,,,,,,,378,,,,,,,,
4/23/22,SF County Jails,San Francisco County,760,-23,34310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,SF County Jails,San Francisco County,771,-29,,,,,,,,,,,,,,,,,,,,,,,21150,,,,,,,,,,
4/25/22,SF County Jails,San Francisco County,788,-22,,,,,414,2,,,,,,,,,34,,,,,,,,21174,24,378,,,,,,,,
4/26/22,SF County Jails,San Francisco County,788,-6,,,,,414,2,,,,,,,,,34,,,,,,,,21204,30,378,,,,,,,,
4/27/22,SF County Jails,San Francisco County,760,-28,,,,,414,2,,,,,,,,,34,,,,,,,,21220,16,378,,,,,,,,
4/28/22,SF County Jails,San Francisco County,755,-27,,,,,414,2,,,,,,,,,34,,,,,,47,8,,,378,,,,,,,,
4/29/22,SF County Jails,San Francisco County,753,-21,,,,,414,2,,,,,,,,,34,,,,,,,,,,378,,,,,,,,
4/30/22,SF County Jails,San Francisco County,743,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/22,SF County Jails,San Francisco County,759,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/22,SF County Jails,San Francisco County,779,-9,,,,,414,2,,,,,,,,,34,,,,,,,,21372,152,378,,,,,,,,
5/3/22,SF County Jails,San Francisco County,775,-13,,,,,414,2,,,,,,,,,34,,,,,,,,21413,41,378,,,,,,,,
5/4/22,SF County Jails,San Francisco County,760,0,,,,,414,2,,,,,,,,,34,,,,,,,,21442,29,378,,,,,,,,
5/5/22,SF County Jails,San Francisco County,762,7,,,,,414,2,,,,,,,,,34,,,,,,163,11,21475,33,378,,,,,,,,
5/6/22,SF County Jails,San Francisco County,759,6,,,,,414,2,,,,,,,,,34,,,,,,,,,,378,,,,,,,,
5/7/22,SF County Jails,San Francisco County,752,9,35036,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/22,SF County Jails,San Francisco County,755,-4,,,,,,,,,,,,,,,,,,,,,,,21572,,,,,,,,,,
5/9/22,SF County Jails,San Francisco County,781,2,,,,,,2,,,,,,,,,34,,,,,,,,21589,17,,,,,,,,,
5/10/22,SF County Jails,San Francisco County,771,-4,,,,,414,2,,,,,,,,,34,,,,,,,,21609,20,378,,,,,,,,
5/11/22,SF County Jails,San Francisco County,742,-18,,,,,414,2,,,,,,,,,34,,,,,,,,21640,31,378,,,,,,,,
5/12/22,SF County Jails,San Francisco County,738,-24,,,,,414,2,,,,,,,,,34,,,,,,152,18,21672,32,378,,,,,,,,
5/13/22,SF County Jails,San Francisco County,729,-30,,,,,414,2,,,,,,,,,34,,,,,,,,,,378,,,,,,,,
5/14/22,SF County Jails,San Francisco County,725,-27,35329,293,,40.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/22,SF County Jails,San Francisco County,740,-15,,,,,,,,,,,,,,,,,,,,,,,21756,,,,,,,,,,
5/16/22,SF County Jails,San Francisco County,752,-29,,,,,418,6,,,,,,,,,,,,,,,,,21783,27,,,,,,,,,
5/17/22,SF County Jails,San Francisco County,734,-37,,,,,418,6,,,,,,,,,34,,,,,,,,21813,30,378,,,,,,,,
5/18/22,SF County Jails,San Francisco County,735,-7,,,,,418,6,,,,,,,,,34,,,,,,,,21835,22,378,,,,,,,,
5/19/22,SF County Jails,San Francisco County,732,-6,,,,,418,6,,,,,,,,,34,,,,,,150,17,21871,36,378,,,,,,,,
5/20/22,SF County Jails,San Francisco County,740,11,,,,,418,6,,,,,,,,,34,,,,,,,,,,378,,,,,,,,
5/21/22,SF County Jails,San Francisco County,731,6,35695,366,,50.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/22,SF County Jails,San Francisco County,749,9,,,,,,,,,,,,,,,,,,,,,,,21955,,,,,,,,,,
5/23/22,SF County Jails,San Francisco County,765,13,,,,,418,6,,,,,,,,,34,,,,,,,,21983,28,378,,,,,,,,
5/24/22,SF County Jails,San Francisco County,757,23,,,,,432,5,,,,,,,,,32,,,,,,,,22012,29,395,,,,,,,,
5/25/22,SF County Jails,San Francisco County,745,10,,,,,434,7,,,,,,,,,32,,,,,,,,22042,30,395,,,,,,,,
5/26/22,SF County Jails,San Francisco County,738,6,,,,,438,9,,,,,,,,,32,,,,,,173,17,22069,27,397,,,,,,,,
5/27/22,SF County Jails,San Francisco County,734,-6,,,,,438,7,,,,,,,,,30,,,,,,,,,-22069,401,,,,,,,,
5/28/22,SF County Jails,San Francisco County,737,6,36099,404,,54.82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/22,SF County Jails,San Francisco County,748,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/22,SF County Jails,San Francisco County,762,-3,,,,,,,,,,,,,,,,,,,,,,,22176,,,,,,,,,,
5/31/22,SF County Jails,San Francisco County,777,20,,,,,438,7,,,,,,,,,30,,,,,,,,22196,20,401,,,,,,,,
6/1/22,SF County Jails,San Francisco County,764,19,,,,,438,7,,,,,,,,,30,,,,,,,,22224,28,401,,,,,,,,
6/2/22,SF County Jails,San Francisco County,752,14,,,,,446,13,,,,,,,,,27,,,,,,176,50,,,406,,,,,,,,
6/3/22,SF County Jails,San Francisco County,738,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/22,SF County Jails,San Francisco County,728,-9,36498,399,,54.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/22,SF County Jails,San Francisco County,743,-5,,,,,,,,,,,,,,,,,,,,,,,22335,,,,,,,,,,
6/6/22,SF County Jails,San Francisco County,768,6,,,,,446,32,,,,,,,,,27,,,,,,,,22354,19,387,,,,,,,,
6/7/22,SF County Jails,San Francisco County,759,-18,,,,,446,32,,,,,,,,,27,,,,,,,,22381,27,387,,,,,,,,
6/8/22,SF County Jails,San Francisco County,742,-22,,,,,446,32,,,,,,,,,27,,,,,,,,22400,19,387,,,,,,,,
6/9/22,SF County Jails,San Francisco County,739,-13,,,,,446,17,,,,,,,,,27,,,,,,144,81,22430,30,402,,,,,,,,
6/10/22,SF County Jails,San Francisco County,731,-7,,,,,446,17,,,,,,,,,27,,,,,,,,,,402,,,,,,,,
6/11/22,SF County Jails,San Francisco County,733,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/22,SF County Jails,San Francisco County,749,6,,,,,,,,,,,,,,,,,,,,,,,22516,,,,,,,,,,
6/13/22,SF County Jails,San Francisco County,772,4,,,,,446,17,,,,,,,,,21,,,,,,,,22545,29,408,,,,,,,,
6/14/22,SF County Jails,San Francisco County,767,8,,,,,446,17,,,,,,,,,27,,,,,,,,22559,14,402,,,,,,,,
6/15/22,SF County Jails,San Francisco County,735,-7,,,,,446,17,,,,,,,,,27,,,,,,,,,,402,,,,,,,,
6/16/22,SF County Jails,San Francisco County,732,-7,,,,,,,,,,,,,,,,,,,,,133,24,,,,,,,,,,,
6/17/22,SF County Jails,San Francisco County,723,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/22,SF County Jails,San Francisco County,729,-4,37124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/22,SF County Jails,San Francisco County,743,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/22,SF County Jails,San Francisco County,754,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/22,SF County Jails,San Francisco County,743,-24,,,,,446,10,,,,,,,,,27,,,,,,,,22696,,409,,,,,,,,
6/22/22,SF County Jails,San Francisco County,750,15,,,,,446,10,,,,,,,,,27,,,,,,,,22752,56,409,,,,,,,,
6/23/22,SF County Jails,San Francisco County,737,5,,,,,446,10,,,,,,,,,27,,,,,,171,16,22758,6,409,,,,,,,,
6/24/22,SF County Jails,San Francisco County,739,16,,,,,446,10,,,,,,,,,27,,,,,,,,,,409,,,,,,,,
6/25/22,SF County Jails,San Francisco County,738,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/22,SF County Jails,San Francisco County,750,7,,,,,,,,,,,,,,,,,,,,,,,22863,,,,,,,,,,
6/27/22,SF County Jails,San Francisco County,774,20,,,,,446,10,,,,,,,,,27,,,,,,,,22896,33,409,,,,,,,,
6/28/22,SF County Jails,San Francisco County,767,24,,,,,446,10,,,,,,,,,27,,,,,,,,,,409,,,,,,,,
6/29/22,SF County Jails,San Francisco County,767,17,,,,,,,,,,,,,,,,,,,,,,,22953,,,,,,,,,,
6/30/22,SF County Jails,San Francisco County,763,26,,,,,446,10,,,,,,,,,27,,,,,,,,22991,38,409,,,,,,,,
7/1/22,SF County Jails,San Francisco County,750,11,,,,,446,10,,,,,,,,,27,,,,,,,,,,409,,,,,,,,
7/2/22,SF County Jails,San Francisco County,756,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/22,SF County Jails,San Francisco County,774,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/22,SF County Jails,San Francisco County,787,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/22,SF County Jails,San Francisco County,811,44,,,,,446,10,,,,,,,,,27,,,,,,,,23198,,409,,,,,,,,
7/6/22,SF County Jails,San Francisco County,789,22,,,,,446,10,,,,,,,,,27,,,,,,,,23155,-43,409,,,,,,,,
7/7/22,SF County Jails,San Francisco County,779,16,,,,,486,31,,,,,,,,,27,,,,,,249,64,23182,27,428,,,,,,,,
7/8/22,SF County Jails,San Francisco County,778,28,,,,,486,31,,,,,,,,,27,,,,,,,,,,428,,,,,,,,
7/9/22,SF County Jails,San Francisco County,774,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/22,SF County Jails,San Francisco County,771,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/22,SF County Jails,San Francisco County,788,1,,,,,,,,,,,,,,,,,,,,,,,23303,,,,,,,,,,
7/12/22,SF County Jails,San Francisco County,779,-32,,,,,486,31,,,,,,,,,27,,,,,,,,23332,29,428,,,,,,,,
7/13/22,SF County Jails,San Francisco County,771,-18,,,,,486,31,,,,,,,,,27,,,,,,,,23356,24,428,,,,,,,,
7/14/22,SF County Jails,San Francisco County,761,-18,,,,,486,31,,,,,,,,,27,,,,,,230,89,23391,35,428,,,,,,,,
7/15/22,SF County Jails,San Francisco County,767,-11,,,,,486,31,,,,,,,,,27,,,,,,,,,,428,,,,,,,,
7/16/22,SF County Jails,San Francisco County,762,-12,37630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/22,SF County Jails,San Francisco County,765,-6,,,,,,,,,,,,,,,,,,,,,,,23492,,,,,,,,,,
7/18/22,SF County Jails,San Francisco County,797,9,,,,,513,21,,,,,,,,,27,,,,,,,,23524,32,465,,,,,,,,
7/19/22,SF County Jails,San Francisco County,789,10,,,,,515,21,,,,,,,,,44,,,,,,,,23535,11,450,,,,,,,,
7/20/22,SF County Jails,San Francisco County,778,7,,,,,515,21,,,,,,,,,44,,,,,,,,23585,50,450,,,,,,,,
7/21/22,SF County Jails,San Francisco County,778,17,,,,,515,46,,,,,,,,,44,,,,,,193,89,23614,29,425,,,,,,,,
7/22/22,SF County Jails,San Francisco County,773,6,,,,,515,46,,,,,,,,,44,,,,,,,,,,425,,,,,,,,
7/23/22,SF County Jails,San Francisco County,777,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/22,SF County Jails,San Francisco County,799,34,,,,,,,,,,,,,,,,,,,,,,,23724,,,,,,,,,,
7/25/22,SF County Jails,San Francisco County,823,26,,,,,515,46,,,,,,,,,44,,,,,,,,,,425,,,,,,,,
6/29/20,Fresno County Jails,Fresno County,,,979,,,,507,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
7/20/20,Fresno County Jails,Fresno County,2100,,1719,,,,724,,,,,,,  ,,,,0,,,,,  ,,,,,,,,,,,,
8/1/20,Fresno County Jails,Fresno County,2055,,1815,96,,,745,21,,,,,,,,,,0,,,,,,,,,,,,,,,,,21
8/8/20,Fresno County Jails,Fresno County,2032,-23,1929,114,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
8/15/20,Fresno County Jails,Fresno County,2049,17,2650,721,,,803,58,,,,,,,,,,0,,,,,,,,,,,,,,,,66,58
8/22/20,Fresno County Jails,Fresno County,2050,1,3006,356,,,828,83,,,,,,,,,,0,,,,,,,,,,,,,,,,,25
8/25/20,Fresno County Jails,Fresno County,2084,,,,,,1115,  ,,,,,,  ,,,,0,,,,,111,,,,,,,,,,,,
8/29/20,Fresno County Jails,Fresno County,2084,7,3845,839,,,1141,26,,,,,,,,,,0,,,,,,,,,,,,,,,,,26
9/5/20,Fresno County Jails,Fresno County,2084,0,3977,132,,,1186,71,,,,,,,,,,0,,,,,,,,,,,,,,,,,45
9/19/20,Fresno County Jails,Fresno County,2104,,4499,522,,,1186,45,,,,,,  ,,,,0,,,,,  ,,,,,,,,,,,,0
9/24/20,Fresno County Jails,Fresno County,2104,,3921,,,,1398,5,,,,,,1393,,,,0,,,,,  ,,,,,,,,,,,,
9/25/20,Fresno County Jails,Fresno County,2218,,4685,764,,,  ,  ,,,,,,  ,,,,0,,,,,  ,,,,,559,542,427,222,132,,,
10/2/20,Fresno County Jails,Fresno County,2156,-62,5144,459,,,1401,3,,,,,,,,,,0,,,,,,,,,,141,110,13,349,128,1,2,3
10/9/20,Fresno County Jails,Fresno County,2209,53,5933,789,,,1405,7,,,,,,,,,,0,,,,,,,,,,539,507,375,282,164,2,2,4
10/16/20,Fresno County Jails,Fresno County,2344,135,6337,404,,,,,,,,,,,,,,0,,,,,,,,,,141,154,15,250,126,,,
10/23/20,Fresno County Jails,Fresno County,2380,36,7175,838,,,,,,,,,,,,,,0,,,,,,,,,,576,513,413,325,163,,,
10/30/20,Fresno County Jails,Fresno County,2424,44,7512,337,,,1408,3,,,,,,,,,,0,,,,,,,,,,121,50,0,287,121,2,1,3
11/6/20,Fresno County Jails,Fresno County,2386,-38,8157,645,,,,,,,,,,,,,,0,,,,,,,,,,289,,,,,,,
11/13/20,Fresno County Jails,Fresno County,2472,86,8796,639,,,1427,19,,,,,,,,,,0,,,,,,,,,,509,416,452,220,57,15,3,19
11/21/20,Fresno County Jails,Fresno County,2501,,,530,,,1446,38,,,,,,,,,,0,,,,,,,,,,,,,,,,,19
11/28/20,Fresno County Jails,Fresno County,2506,5,,209,,,1458,31,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,12
12/4/20,Fresno County Jails,Fresno County,2463,,9301,505,,,,,,,,,,,,,,0,,,,,,,,,,243,208,207,297,36,,,
12/11/20,Fresno County Jails,Fresno County,2420,-43,9786,485,,,1489,31,,,,,,,,,,0,,,,,,,,,,78,163,9,322,69,31,0,31
12/28/20,Fresno County Jails,Fresno County,2409,,10057,271,,,1575,117,,,,,,,,,,0,,,,,,,,,,270,67,223,204,47,83,3,86
12/25/20,Fresno County Jails,Fresno County,2428,,10279,222,,,1654,165,,,,,,,,,,0,,,,,,,,,,268,22,208,200,60,79,0,79
1/1/21,Fresno County Jails,Fresno County,2455,27,10509,230,,,1687,112,,,,,,,,,,0,,,,,,,,,,354,11,266,219,88,33,0,33
1/9/21,Fresno County Jails,Fresno County,2552,,10739,230,,,1720,66,,,,,,,,,,0,,,,,,,,,,,,,,,,,33
1/12/21,Fresno County Jails,Fresno County,2505,,,,,,,28,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1/15/21,Fresno County Jails,Fresno County,2505,,11078,339,,,1761,41,,,,,,,,,,1,,,,,,,,,,570,69,507,270,63,41,0,41
1/22/21,Fresno County Jails,Fresno County,2494,-11,11480,402,,,1787,67,,,,,,,,,,1,,,,,,,,,,214,120,134,282,80,26,0,26
1/29/21,Fresno County Jails,Fresno County,2586,92,11801,321,,,1797,36,,,,,,,,,,1,,,,,,,,,,808,82,702,239,106,8,2,10
